taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
9210867	Asterophora lycoperdoides (Bull.) Ditmar	9210867	Asterophora lycoperdoides (Bull.) Ditmar	4	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Lyophyllaceae	4178	Asterophora	2530880	Asterophora lycoperdoides	9210867	
5246463	Pycnoporus coccineus (Fr.) Bondartsev & Singer	8134528	Trametes coccinea (Fr.) Hai J.Li & S.H.He	4	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Polyporales	1145	Polyporaceae	3286	Trametes	2519084	Trametes coccinea	8134528	
3330718	Inocybe lacera (Fr.) P.Kumm.	3330718	Inocybe lacera (Fr.) P.Kumm.	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Inocybaceae	4177	Inocybe	2527866	Inocybe lacera	3330718	
5954897	Boletus pruinatus Fr. & Hök	2519584	Xerocomellus pruinatus (Fr. & Hök) Šutara	1	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Boletales	1063	Boletaceae	8789	Xerocomellus	7240529	Xerocomellus pruinatus	2519584	
7245720	Chlorociboria aeruginascens (Nyl.) Kanouse ex C.S.Ramamurthi, Korf & L.R.Batra	7245720	Chlorociboria aeruginascens (Nyl.) Kanouse ex C.S.Ramamurthi, Korf & L.R.Batra	1	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Leotiomycetes	179	Helotiales	1052	Chlorociboriaceae	8157518	Chlorociboria	8034517	Chlorociboria aeruginascens	7245720	
2586915	Microglossum rufum (Schwein.) Underw.	2586915	Microglossum rufum (Schwein.) Underw.	1	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Leotiomycetes	179	Leotiales	1053	Leotiaceae	4124	Microglossum	7677481	Microglossum rufum	2586915	
7243226	Naematoloma fasciculare (Huds.) P.Karst.	3293632	Hypholoma fasciculare (Huds.) P.Kumm.	5	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Strophariaceae	4186	Hypholoma	2533397	Hypholoma fasciculare	3293632	
3322053	Marasmius pulcherripes Peck	3322053	Marasmius pulcherripes Peck	2	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Marasmiaceae	4179	Marasmius	2526678	Marasmius pulcherripes	3322053	
2546923	Polyporellus brumalis (Pers.) P.Karst.	7838425	Lentinus brumalis (Pers.) Zmitr.	2	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Polyporales	1145	Polyporaceae	3286	Lentinus	2526675	Lentinus brumalis	7838425	
3326002	Clitocybe acromelalga Ichimura	7884892	Paralepistopsis acromelalga (Ichimura) Vizzini	2	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Tricholomataceae	8787	Paralepistopsis	7810702	Paralepistopsis acromelalga	7884892	
5452673	Amanita hemibapha subsp. javanica Corner & Bas	5452201	Amanita javanica (Corner & Bas) T.Oda, C.Tanaka & Tsuda	2	SUBSPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Amanitaceae	4171	Amanita	6005964	Amanita javanica	5452201	
2524693	Pulveroboletus ravenelii (Berk. & M.A.Curtis) Murrill	2524693	Pulveroboletus ravenelii (Berk. & M.A.Curtis) Murrill	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Boletales	1063	Boletaceae	8789	Pulveroboletus	2524692	Pulveroboletus ravenelii	2524693	
2533711	Gymnopilus aeruginosus (Peck) Singer	2533711	Gymnopilus aeruginosus (Peck) Singer	6	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Hymenogastraceae	3309302	Gymnopilus	2527854	Gymnopilus aeruginosus	2533711	
2535456	Lepiota clypeolaria (Bull.) P.Kumm.	2535456	Lepiota clypeolaria (Bull.) P.Kumm.	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Agaricaceae	4170	Lepiota	9227295	Lepiota clypeolaria	2535456	
2551389	Russula aurata Fr.	2551388	Russula aurea Pers.	2	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144	Russulaceae	7609	Russula	2551169	Russula aurea	2551388	
5258860	Humaria hemisphaerica (F.H.Wigg.) Fuckel	5258860	Humaria hemisphaerica (F.H.Wigg.) Fuckel	1	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Pezizomycetes	316	Pezizales	1057	Pyronemataceae	4131	Humaria	5255238	Humaria hemisphaerica	5258860	
5455805	Agaricus diminutivus Peck	5455805	Agaricus diminutivus Peck	1	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Agaricaceae	4170	Agaricus	2518646	Agaricus diminutivus	5455805	
6332957	Linderia bicolumnata (Lloyd) G.Cunn.	2523978	Laternea columnata Nees	3	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Phallales	532	Phallaceae	3292	Laternea	2523977	Laternea columnata	2523978	
2538000	Pleurocybella porrigens (Pers.) Singer	2538000	Pleurocybella porrigens (Pers.) Singer	1	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Marasmiaceae	4179	Pleurocybella	2530482	Pleurocybella porrigens	2538000	
3351342	Descolea flavoannulata (Lj.N.Vassiljeva) E.Horak	3351342	Descolea flavoannulata (Lj.N.Vassiljeva) E.Horak	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Bolbitiaceae	8440	Descolea	2526707	Descolea flavoannulata	3351342	
2539197	Clitopilus prunulus (Scop.) P.Kumm.	2539197	Clitopilus prunulus (Scop.) P.Kumm.	1	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Entolomataceae	4174	Clitopilus	8691923	Clitopilus prunulus	2539197	LC
2535335	Lepiota acutesquamosa (Weinm.) P.Kumm.	5243011	Echinoderma asperum (Pers.) Bon	2	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Agaricaceae	4170	Echinoderma	7242432	Echinoderma asperum	5243011	
2544114	Abortiporus biennis (Bull.) Singer	2544114	Abortiporus biennis (Bull.) Singer	1	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Polyporales	1145	Meruliaceae	3287	Abortiporus	2540798	Abortiporus biennis	2544114	
2520519	Phellinus gilvus (Schwein.) Pat.	2520519	Phellinus gilvus (Schwein.) Pat.	1	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Hymenochaetales	1304	Hymenochaetaceae	8468	Phellinus	2520108	Phellinus gilvus	2520519	
2551213	Russula emetica (Schaeff.) Pers.	2551213	Russula emetica (Schaeff.) Pers.	4	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144	Russulaceae	7609	Russula	2551169	Russula emetica	2551213	
5238894	Sarcodon aspratus (Berk.) S.Ito	5238865	Sarcodon imbricatus (L.) P.Karst.	4	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Thelephorales	530	Bankeraceae	7608	Sarcodon	2521435	Sarcodon imbricatus	5238865	
5248687	Lactarius repraesentaneus Britzelm.	5248687	Lactarius repraesentaneus Britzelm.	1	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144	Russulaceae	7609	Lactarius	2532156	Lactarius repraesentaneus	5248687	
5240264	Amanita hemibapha (Berk. & Broome) Sacc.	5240264	Amanita hemibapha (Berk. & Broome) Sacc.	6	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Amanitaceae	4171	Amanita	6005964	Amanita hemibapha	5240264	
9286355	Coriolus versicolor (L.) Pilat	9286355	Coriolus versicolor (L.) Pilat	6	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Polyporales	1145	Polyporaceae	3286	Trametes	2519084	Coriolus versicolor	9286355	
3347259	Lyophyllum sykosporum Hongo & Clémençon	3347259	Lyophyllum sykosporum Hongo & Clémençon	1	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Lyophyllaceae	4178	Lyophyllum	2530661	Lyophyllum sykosporum	3347259	
8173469	Marasmius nigripes Fr.	2537483	Tetrapyrgos nigripes (Fr.) E.Horak	2	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Marasmiaceae	4179	Tetrapyrgos	2537457	Tetrapyrgos nigripes	2537483	
3359641	Russula crustosa Peck, 1887	3359641	Russula crustosa Peck, 1887	2	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144	Russulaceae	7609	Russula	2551169	Russula crustosa	3359641	
5520254	Dictyophora indusiata f. lutea (Liou & L.Hwang) Kobayasi	8055182	Phallus luteus (Liou & L.Hwang) T.Kasuya	4	FORM	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Phallales	532	Phallaceae	3292	Phallus	2524102	Phallus luteus	8055182	
2533347	Stropharia rugosoannulata Farl. ex Murrill	2533347	Stropharia rugosoannulata Farl. ex Murrill	5	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Strophariaceae	4186	Stropharia	11159309	Stropharia rugosoannulata	2533347	
5241259	Pluteus leoninus (Schaeff.) P.Kumm.	5241259	Pluteus leoninus (Schaeff.) P.Kumm.	4	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Pluteaceae	8447	Pluteus	2526826	Pluteus leoninus	5241259	
8697118	Lysurus mokusin (L.) Fr.	8697118	Lysurus mokusin (L.) Fr.	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Phallales	532	Phallaceae	3292	Lysurus	2524086	Lysurus mokusin	8697118	
2534290	Pholiota nameko (T.Itô) S.Ito & S.Imai	2534290	Pholiota nameko (T.Itô) S.Ito & S.Imai	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Strophariaceae	4186	Pholiota	2528397	Pholiota nameko	2534290	
3354497	Austroboletus fusisporus (Kawam. ex Imazeki & Hongo) Wolfe	3354497	Austroboletus fusisporus (Kawam. ex Imazeki & Hongo) Wolfe	1	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Boletales	1063	Boletaceae	8789	Austroboletus	2519222	Austroboletus fusisporus	3354497	
3328320	Amanita citrina Pers.	3328320	Amanita citrina Pers.	4	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Amanitaceae	4171	Amanita	6005964	Amanita citrina	3328320	
5954691	Boletus reticulatus Schaeff.	5954691	Boletus reticulatus Schaeff.	4	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Boletales	1063	Boletaceae	8789	Boletus	8287374	Boletus reticulatus	5954691	LC
9186214	Lactarius subdulcis (Pers.) Gray	9186214	Lactarius subdulcis (Pers.) Gray	1	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144	Russulaceae	7609	Lactarius	2532156	Lactarius subdulcis	9186214	
2534388	Coprinus atramentarius (Bull.) Fr.	5242740	Coprinopsis atramentaria (Bull.) Redhead, Vilgalys & Moncalvo	5	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Psathyrellaceae	4184	Coprinopsis	2534316	Coprinopsis atramentaria	5242740	
2554367	Geastrum triplex Jungh.	2554367	Geastrum triplex Jungh.	6	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Geastrales	1064	Geastraceae	4199	Geastrum	2525056	Geastrum triplex	2554367	
2533422	Naematoloma sublateritium (Fr.) P.Karst.	2533424	Hypholoma lateritium (Schaeff.) P.Kumm.	5	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Strophariaceae	4186	Hypholoma	2533397	Hypholoma lateritium	2533424	
4911751	Mycena epipterygia (Scop.) Gray	4911751	Mycena epipterygia (Scop.) Gray	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Mycenaceae	4180	Mycena	5955261	Mycena epipterygia	4911751	
2545670	Daedaleopsis confragosa (Bolton) J.Schröt.	2545670	Daedaleopsis confragosa (Bolton) J.Schröt.	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Polyporales	1145	Polyporaceae	3286	Daedaleopsis	2542672	Daedaleopsis confragosa	2545670	
5238871	Sarcodon scabrosus (Fr.) P.Karst.	5238871	Sarcodon scabrosus (Fr.) P.Karst.	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Thelephorales	530	Bankeraceae	7608	Sarcodon	2521435	Sarcodon scabrosus	5238871	
5248892	Polyporus confluens (Alb. & Schwein.) Fr.	2551806	Albatrellus confluens (Alb. & Schwein.) Kotl. & Pouzar	3	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144	Albatrellaceae	7614	Albatrellus	2551762	Albatrellus confluens	2551806	LC
2522907	Thelephora palmata (Scop.) Fr.	2522907	Thelephora palmata (Scop.) Fr.	2	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Thelephorales	530	Thelephoraceae	3277	Thelephora	2513794	Thelephora palmata	2522907	
5240306	Amanita vaginata (Bull.) Lam.	5240306	Amanita vaginata (Bull.) Lam.	1	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Amanitaceae	4171	Amanita	6005964	Amanita vaginata	5240306	
2551423	Russula virescens (Schaeff.) Fr.	2551423	Russula virescens (Schaeff.) Fr.	4	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144	Russulaceae	7609	Russula	2551169	Russula virescens	2551423	
5463067	Lactarius laeticolor (S.Imai) Imazeki ex Hongo	5248629	Lactarius deliciosus (L.) Gray	2	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144	Russulaceae	7609	Lactarius	2532156	Lactarius deliciosus	5248629	
5241845	Tricholoma ustale (Fr.) P.Kumm.	5241845	Tricholoma ustale (Fr.) P.Kumm.	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Tricholomataceae	8787	Tricholoma	2527766	Tricholoma ustale	5241845	
7242467	Lanopila	7242467	Lanopila	1	GENUS	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Agaricaceae	4170	Lanopila	7242467			
8813286	Lactarius camphoratus (Bull.) Fr.	8813286	Lactarius camphoratus (Bull.) Fr.	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144	Russulaceae	7609	Lactarius	2532156	Lactarius camphoratus	8813286	
5954975	Boletus pulverulentus Opat.	8140531	Cyanoboletus pulverulentus (Opat.) Gelardi, Vizzini & Simonini	1	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Boletales	1063	Boletaceae	8789	Cyanoboletus	7559171	Cyanoboletus pulverulentus	8140531	
2524996	Chroogomphus rutilus (Schaeff.) O.K.Mill.	2524996	Chroogomphus rutilus (Schaeff.) O.K.Mill.	4	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Boletales	1063	Gomphidiaceae	4192	Chroogomphus	2524961	Chroogomphus rutilus	2524996	
2522872	Thelephora multipartita Schwein.	2522872	Thelephora multipartita Schwein.	1	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Thelephorales	530	Thelephoraceae	3277	Thelephora	2513794	Thelephora multipartita	2522872	
5241729	Tricholoma sejunctum (Sowerby) Quél.	5241729	Tricholoma sejunctum (Sowerby) Quél.	2	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Tricholomataceae	8787	Tricholoma	2527766	Tricholoma sejunctum	5241729	
9158775	Armillariella tabescens (Scop.) Singer	9713443	Desarmillaria tabescens (Scop.) R.A.Koch & Aime	5	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Physalacriaceae	4182	Desarmillaria	9726177	Desarmillaria tabescens	9713443	
5249621	Cantharellus cornucopioides (L.) Fr.	2554662	Craterellus cornucopioides (L.) Pers.	4	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Cantharellales	1300	Cantharellaceae	8457	Craterellus	2521421	Craterellus cornucopioides	2554662	
2537591	Collybia dryophila (Bull.) P.Kumm.	5243756	Gymnopus dryophilus (Bull.) Murrill	5	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Omphalotaceae	3305518	Gymnopus	2527767	Gymnopus dryophilus	5243756	
2520862	Phellinus igniarius (L.) Quél.	2520862	Phellinus igniarius (L.) Quél.	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Hymenochaetales	1304	Hymenochaetaceae	8468	Phellinus	2520108	Phellinus igniarius	2520862	
8997022	Agrocybe praecox (Pers.) Fayod	8997022	Agrocybe praecox (Pers.) Fayod	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Strophariaceae	4186	Agrocybe	2527828	Agrocybe praecox	8997022	
3331322	Inocybe sphaerospora Kobayasi	3331322	Inocybe sphaerospora Kobayasi	1	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Inocybaceae	4177	Inocybe	2527866	Inocybe sphaerospora	3331322	
8068867	Fomes fomentarius (L.) Fr.	8068867	Fomes fomentarius (L.) Fr.	4	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Polyporales	1145	Polyporaceae	3286	Fomes	2518074	Fomes fomentarius	8068867	
2539879	Rhodophyllus rhodopolius (Fr.) Quél.	2539657	Entoloma rhodopolium (Fr.) P.Kumm.	4	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Entolomataceae	4174	Entoloma	2530002	Entoloma rhodopolium	2539657	
2526838	Mycena crocata (Schrad.) P.Kumm.	2526838	Mycena crocata (Schrad.) P.Kumm.	2	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Mycenaceae	4180	Mycena	5955261	Mycena crocata	2526838	
5452620	Amanita spissacea S.Imai	5452620	Amanita spissacea S.Imai	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Amanitaceae	4171	Amanita	6005964	Amanita spissacea	5452620	
7244220	Rhodophyllus Quél., 1886	7244220	Rhodophyllus Quél., 1886	4	GENUS	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Entolomataceae	4174	Rhodophyllus	7244220			
5466645	Polyporus dispansus Lloyd	7890605	Polypus dispansus (Lloyd) Audet	2	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144			Polypus	8119610	Polypus dispansus	7890605	
2551173	Russula aeruginea Lindblad ex Fr.	2551173	Russula aeruginea Lindblad ex Fr.	2	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144	Russulaceae	7609	Russula	2551169	Russula aeruginea	2551173	LC
5247213	Trichaptum fuscoviolaceum (Ehrenb.) Ryvarden	5247213	Trichaptum fuscoviolaceum (Ehrenb.) Ryvarden	4	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Hymenochaetales	1304			Trichaptum	2519062	Trichaptum fuscoviolaceum	5247213	
9118025	Panellus stipticus (Bull.) P.Karst.	9118025	Panellus stipticus (Bull.) P.Karst.	9	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Mycenaceae	4180	Panellus	2526673	Panellus stipticus	9118025	
2547021	Polyporellus varius (Pers.) P.Karst.	9400640	Cerioporus varius (Pers.) Zmitr. & Kovalenko	3	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Polyporales	1145	Polyporaceae	3286	Cerioporus	7240748	Cerioporus varius	9400640	
9367003	Lycoperdon P.Micheli, 1729	9367003	Lycoperdon P.Micheli, 1729	1	GENUS	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Agaricaceae	4170	Lycoperdon	9367003			
2553215	Stereum princeps (Jungh.) Lév.	2553214	Xylobolus princeps (Jungh.) Boidin	2	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144	Stereaceae	3279	Xylobolus	2552368	Xylobolus princeps	2553214	
5954906	Boletus aereus	5954906	Boletus aereus	2	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Boletales	1063	Boletaceae	8789	Boletus	8287374	Boletus aereus	5954906	
